section,axis,case,seed,survival_v1,survival_v2,survival,xy_rmse,tracking_xy,progress_m,expected_m,completion,tracking,proxy,binding_factor,terminated,posture_fall,height_rel_median,kind
case,G3,rough_forward,202,1.0,1.0,1.0,0.22387394761607451,0.8183393478900558,,,,0.8183393478900558,0.8183393478900558,tracking_xy,0,0,0.34797470144090803,측정
case,G3,rough_forward,303,0.90625,0.90625,0.90625,0.25460420856043314,0.7715967483948106,,,,0.7715967483948106,0.6992595532327971,tracking_xy,3,3,0.3513400359427865,측정
case,G3,rough_lateral,101,0.40625,0.375,0.375,0.22947435574292877,0.8100705634217098,,,,0.8100705634217098,0.3037764612831412,survival,19,20,0.36596396796524844,측정
case,G3,rough_lateral,202,0.375,0.375,0.375,0.23274150538616975,0.8051920703479749,,,,0.8051920703479749,0.3019470263804906,survival,20,20,0.36377304720687353,측정
case,G3,rough_lateral,303,0.40625,0.40625,0.40625,0.22764084069305066,0.8127908908000037,,,,0.8127908908000037,0.3301962993875015,survival,19,19,0.3685597581340667,측정
case,G4,slope_plus_20,101,1.0,1.0,1.0,0.134717324395042,0.929977366740981,,,,0.929977366740981,0.929977366740981,tracking_xy,0,0,0.36020753536632355,측정
case,G4,slope_plus_20,202,1.0,1.0,1.0,0.1950522902931125,0.8588323165505137,,,,0.8588323165505137,0.8588323165505137,tracking_xy,0,0,0.35003862143519093,측정
case,G4,slope_plus_20,303,1.0,1.0,1.0,0.1314653688088664,0.9332029545631504,,,,0.9332029545631504,0.9332029545631504,tracking_xy,0,0,0.3637077029854219,측정
case,G4,slope_minus_20,101,1.0,1.0,1.0,0.15213644877835428,0.9115744622693708,,,,0.9115744622693708,0.9115744622693708,tracking_xy,0,0,0.37251220906482024,측정
case,G4,slope_minus_20,202,1.0,1.0,1.0,0.15140509214899844,0.9123842893894782,,,,0.9123842893894782,0.9123842893894782,tracking_xy,0,0,0.369605767455968,측정
case,G4,slope_minus_20,303,1.0,1.0,1.0,0.16291387915473918,0.8992773990554399,,,,0.8992773990554399,0.8992773990554399,tracking_xy,0,0,0.3753021864648809,측정
case,G5,stairs_10_up,101,1.0,1.0,1.0,0.2050228910938994,0.845237569763873,7.274512201780446,10.0,0.7274512201780446,0.7274512201780446,0.7274512201780446,completion,0,0,0.3644802987894272,측정
case,G5,stairs_10_up,202,1.0,0.96875,0.96875,0.21781192502421284,0.8271508959677927,6.55366718735313,10.0,0.655366718735313,0.655366718735313,0.6348865087748345,completion,0,1,0.3595326437669642,측정
case,G5,stairs_10_up,303,1.0,1.0,1.0,0.20062228169433083,0.8512944550271276,7.267573775665367,10.0,0.7267573775665367,0.7267573775665367,0.7267573775665367,completion,0,0,0.3671492958132596,측정
case,G5,stairs_10_down,101,0.96875,0.875,0.875,0.44881958027595475,0.44675002787106377,2.1256774824907154,10.0,0.21256774824907154,0.21256774824907154,0.1859967797179376,completion,1,4,0.2589127828571248,측정
case,G5,stairs_10_down,202,0.9375,0.53125,0.53125,0.4399607022461985,0.4610440542974796,2.2166991033824135,10.0,0.22166991033824135,0.22166991033824135,0.11776213986719072,completion,2,15,0.26256378022904064,측정
case,G5,stairs_10_down,303,0.90625,0.53125,0.53125,0.4421757476192623,0.4574546306644363,2.215367752761083,10.0,0.2215367752761083,0.2215367752761083,0.11769141186543253,completion,3,15,0.25731060514475573,측정
case,G5,stairs_15_up,101,0.90625,0.84375,0.84375,0.20798413231281676,0.8411127199152931,7.073570346308404,10.0,0.7073570346308404,0.7073570346308404,0.5968324979697717,completion,3,5,0.3569215827765949,측정
case,G5,stairs_15_up,202,0.9375,0.78125,0.78125,0.22465176822757627,0.8171981598046048,6.767462089527397,10.0,0.6767462089527397,0.6767462089527397,0.5287079757443279,completion,2,7,0.35105402887186266,측정
case,G5,stairs_15_up,303,0.9375,0.84375,0.84375,0.21357070020331667,0.8332264908936152,7.248170353318573,10.0,0.7248170353318573,0.7248170353318573,0.6115643735612546,completion,2,5,0.35930729836703623,측정
case,G5,stairs_15_down,101,0.96875,0.125,0.125,0.4576824289592651,0.4326211729791521,1.484906654697552,10.0,0.1484906654697552,0.1484906654697552,0.0185613331837194,survival,1,28,0.14775094437726677,측정
case,G5,stairs_15_down,202,1.0,0.03125,0.03125,0.45918157257099956,0.4302491298354788,1.363226678163336,10.0,0.1363226678163336,0.1363226678163336,0.004260083369260425,survival,0,31,0.15976981109476346,측정
case,G5,stairs_15_down,303,1.0,0.03125,0.03125,0.45956693754457145,0.42964023626593506,1.4264632636236996,10.0,0.14264632636236996,0.14264632636236996,0.004457697698824061,survival,0,31,0.1760800154132639,측정
case,G6,push_pos_x,101,0.84375,0.84375,0.84375,0.08727137604835394,0.9699942141372151,,,,0.9638854082523056,0.8132783132128829,survival,5,5,0.3841925180532078,측정
case,G6,push_pos_x,202,0.96875,0.96875,0.96875,0.07890279496802033,0.975404907728788,,,,0.9705784201407051,0.940247844511308,survival,1,1,0.3841874425742715,측정
case,G6,push_pos_x,303,0.9375,0.9375,0.9375,0.083160020274619,0.9727167434416826,,,,0.9672540488421596,0.9068006707895246,survival,2,2,0.38583989489206016,측정
case,G6,push_neg_x,101,0.90625,0.90625,0.90625,0.08417948446717043,0.9720532010581234,,,,0.9664404133565854,0.8758366246044055,survival,3,3,0.3845571365585939,측정
case,G6,push_neg_x,202,1.0,1.0,1.0,0.07780442617588108,0.9760766947886887,,,,0.9714130270197828,0.9714130270197828,post_push_tracking,0,0,0.38390866392117773,측정
case,G6,push_neg_x,303,0.90625,0.90625,0.90625,0.08848019383426886,0.9691702569062912,,,,0.9628533358296318,0.8725858355956039,survival,3,3,0.38462970433706906,측정
case,G6,push_pos_y,101,0.96875,0.96875,0.96875,0.07821648809065794,0.9758257180977264,,,,0.9711252328142698,0.9407775692888238,survival,1,1,0.3844990933483297,측정
case,G6,push_pos_y,202,0.9375,0.9375,0.9375,0.08597955433798944,0.9708629779095892,,,,0.9649394210427599,0.9046307072275874,survival,2,2,0.3826918629082766,측정
case,G6,push_pos_y,303,0.96875,0.96875,0.96875,0.07632377530260191,0.9769681036528887,,,,0.9725346700548988,0.9421429616156832,survival,1,1,0.3838986301007755,측정
case,G6,push_neg_y,101,0.9375,0.9375,0.9375,0.08167263708914287,0.9736711325608269,,,,0.9684490547563405,0.9079209888340691,survival,2,2,0.3842601031861841,측정
case,G6,push_neg_y,202,0.9375,0.9375,0.9375,0.08158572155836429,0.9737263984832667,,,,0.9684937179112544,0.907962860541801,survival,2,2,0.3827616402650262,측정
case,G6,push_neg_y,303,1.0,1.0,1.0,0.07667800767137825,0.9767563270213215,,,,0.9722714866309283,0.9722714866309283,post_push_tracking,0,0,0.38473397804135306,측정
case,G7,dr_seed_101,101,1.0,1.0,1.0,0.28062882648125725,0.7297814647536698,,,,0.7297814647536698,0.7297814647536698,tracking_xy,0,0,0.3434986005173647,측정
case,G7,dr_seed_202,202,1.0,0.96875,0.96875,0.2626126296812271,0.7589179781744299,,,,0.7589179781744299,0.7352017913564789,tracking_xy,0,1,0.34284667367922433,측정
case,G7,dr_seed_303,303,1.0,1.0,1.0,0.267310424386017,0.7513982671988626,,,,0.7513982671988626,0.7513982671988626,tracking_xy,0,0,0.35121758258278996,측정

section,axis,case,seed,survival,tracking,proxy,score_70,counterfactual_survival_1,binding_factor,max_70,kind
axis,G1,forward_fast,101,1.0,0.87853,0.87853,9.22452,9.22452,tracking_xy,10.5,측정 / counterfactual_survival_1 만 예측(반사실)
axis,G2,combined_yaw_right,303,1.0,0.87742,0.87742,9.21294,9.21294,tracking_xy,10.5,측정 / counterfactual_survival_1 만 예측(반사실)
axis,G3,rough_lateral,202,0.375,0.80519,0.30195,4.22726,10.71746,survival,14.0,측정 / counterfactual_survival_1 만 예측(반사실)
axis,G4,slope_plus_20,202,1.0,0.85883,0.85883,9.01774,9.01774,tracking_xy,10.5,측정 / counterfactual_survival_1 만 예측(반사실)
axis,G5,stairs_15_down,202,0.03125,0.13632,0.00426,0.04473,1.43139,survival,10.5,측정 / counterfactual_survival_1 만 예측(반사실)
axis,G6,push_pos_x,101,0.84375,0.96389,0.81328,5.69295,6.73997,survival,7.0,측정 / counterfactual_survival_1 만 예측(반사실)
axis,G7,dr_seed_101,101,1.0,0.72978,0.72978,5.10847,5.10847,tracking_xy,7.0,측정 / counterfactual_survival_1 만 예측(반사실)
